,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,WALKERS WOTSITS SWEET & SPICY,,,,,,,,,,,0,,,,0,,,1,,0,,,2,,0,,,,2,,,,,5,,,,6.75,,,,5.750,,,1.00,,,-99,,,0,,14.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MONSTER VR ZERO,,,,,,,,,,,0,,,,0,,,1,,2,,,0,,1,,,,1,,,,,5,,,,8.25,,,,7.250,,,1.00,,,-81,,,0,,12.12,,
,,,,,,,,OH MY TISSUE PEACH 4 ROLLS.,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,2,,,,1,,,,,5,,,,5.00,,,,4.000,,,1.00,,,-61,,,0,,20.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BARR CHERRYADE,,,,,,,,500ml,,,0,,,,2,,,1,,0,,,0,,2,,,,0,,,,,5,,,,5.00,,,,4.000,,,1.00,,,-220,,,0,,20.00,,
,,,,,,,,OCEAN SPRAY CRANBERRY CLASSIC,,,,,,,,,,,2,,,,0,,,2,,0,,,0,,1,,,,0,,,,,5,,,,9.95,,,,8.950,,,1.00,,,-139,,,0,,10.05,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SQUARES MARSHMALLOW 4PK,,,,,,,,,,,0,,,,2,,,1,,0,,,1,,0,,,,1,,,,,5,,,,11.25,,,,10.250,,,1.00,,,-226,,,0,,8.89,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BARR RED KOLA 2L,,,,,,,,2L,,,0,,,,1,,,0,,2,,,0,,2,,,,0,,,,,5,,,,5.95,,,,4.950,,,1.00,,,-183,,,0,,16.81,,
,,,,,,,,RUBICON BLACK CHERRY,,,,,,,,,,,0,,,,0,,,1,,1,,,0,,3,,,,0,,,,,5,,,,6.45,,,,5.450,,,1.00,,,-22,,,0,,15.50,,
,,,,,,,,IRN BRU EXTRA 500ML,,,,,,,,,,,0,,,,1,,,1,,1,,,1,,1,,,,0,,,,,5,,,,6.45,,,,5.450,,,1.00,,,-46,,,0,,15.50,,
,,,,,,,,YAZOO CHOCO 1L,,,,,,,,,,,1,,,,0,,,1,,0,,,0,,1,,,,2,,,,,5,,,,10.45,,,,9.450,,,1.00,,,-12,,,0,,9.57,,
,,,,,,,,KOKA CURRY NOODLES 5PK,,,,,,,,,,,0,,,,2,,,0,,0,,,0,,2,,,,1,,,,,5,,,,14.95,,,,8.790,,,6.16,,,-1009,,,0,,41.20,,
,,,,,,,,REFRESHERS COLA,,,,,,,,,,,0,,,,0,,,3,,0,,,0,,2,,,,0,,,,,5,,,,1.00,,,,1.000,,,0.00,,,-384,,,0,,0.00,,
,,,,,,,,DR PEPPER 330ML,,,,,,,,,,,0,,,,1,,,2,,0,,,0,,1,,,,1,,,,,5,,,,4.25,,,,3.250,,,1.00,,,-196,,,0,,23.53,,
,,,,,,,,WALKERS SENSATIONS THAI SWEET CHILL,,,,,,,,,,,0,,,,1,,,0,,0,,,2,,1,,,,1,,,,,5,,,,6.75,,,,5.750,,,1.00,,,-216,,,0,,14.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FAIRY ORIGINAL,,,,,,,,,,,0,,,,1,,,1,,1,,,0,,0,,,,2,,,,,5,,,,6.45,,,,5.450,,,1.00,,,-516,,,0,,15.50,,
,,,,,,,,TREBOR EXTRA STRONG PEPPERMINT,,,,,,,,,,,0,,,,1,,,0,,0,,,1,,3,,,,0,,,,,5,,,,3.45,,,,2.000,,,1.45,,,-250,,,0,,42.03,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TANGO BONBONS,,,,,,,,,,,0,,,,0,,,2,,0,,,2,,1,,,,0,,,,,5,,,,6.75,,,,4.000,,,2.75,,,-541,,,0,,40.74,,
,,,,,,,,IRN BRU XTRA,,,,,,,,,,,0,,,,0,,,0,,3,,,0,,2,,,,0,,,,,5,,,,9.45,,,,8.450,,,1.00,,,-308,,,0,,10.58,,
,,,,,,,,BARR CREAM SODA,,,,,,,,500ml,,,0,,,,1,,,0,,0,,,1,,3,,,,0,,,,,5,,,,5.00,,,,4.000,,,1.00,,,-434,,,0,,20.00,,
,,,,,,,,MONSTER NITRO,,,,,,,,,,,1,,,,0,,,2,,1,,,0,,0,,,,1,,,,,5,,,,8.75,,,,7.750,,,1.00,,,-46,,,0,,11.43,,
,,,,,,,,DAIRYLEA  HAM,,,,,,,,,,,0,,,,0,,,2,,0,,,0,,2,,,,1,,,,,5,,,,8.25,,,,7.250,,,1.00,,,-283,,,0,,12.12,,
,,,,,,,,VOLVIC TOF STRAWBERRY S/F,,,,,,,,,,,0,,,,2,,,0,,0,,,1,,2,,,,0,,,,,5,,,,8.45,,,,6.450,,,2.00,,,-19,,,0,,23.67,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PRINGLES SOUR CREAM & ONION,,,,,,,,,,,1,,,,1,,,1,,0,,,1,,1,,,,0,,,,,5,,,,14.95,,,,13.950,,,1.00,,,-199,,,0,,6.69,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DR PEPPER STRAWB & CREAM,,,,,,,,,,,1,,,,0,,,1,,1,,,0,,2,,,,0,,,,,5,,,,9.95,,,,7.950,,,2.00,,,-46,,,0,,20.10,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GRENADE FUDGE BROWNIE,,,,,,,,,,,1,,,,2,,,0,,0,,,2,,0,,,,0,,,,,5,,,,7.47,,,,14.250,,,-6.78,,,-29,,,0,,-90.76,,
,,,,,,,,JACKS SELF RAISING FLOUR,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,3,,,,0,,,,,5,,,,5.75,,,,4.750,,,1.00,,,-38,,,0,,17.39,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DIET COKE 8PK,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,1,,,,2,,,,,5,,,,22.50,,,,21.500,,,1.00,,,-57,,,0,,4.44,,
,,,,,,,,AREO PEPPERMINT,,,,,,,,,,,1,,,,1,,,1,,0,,,1,,0,,,,1,,,,,5,,,,8.25,,,,7.250,,,1.00,,,-96,,,0,,12.12,,
,,,,,,,,MCCOYS SALT AND VINEGAR,,,,,,,,,,,0,,,,1,,,2,,0,,,0,,0,,,,2,,,,,5,,,,6.75,,,,5.750,,,1.00,,,-208,,,0,,14.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KITKAT 4 FINGER.,,,,,,,,,,,0,,,,1,,,2,,0,,,0,,2,,,,0,,,,,5,,,,4.45,,,,3.450,,,1.00,,,-82,,,0,,22.47,,
,,,,,,,,WALKERS PRAWN COCKTAIL,,,,,,,,,,,2,,,,0,,,0,,1,,,0,,0,,,,2,,,,,5,,,,6.75,,,,5.750,,,1.00,,,-125,,,0,,14.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FANTA ORANGE 500ML,,,,,,,,,,,1,,,,1,,,1,,0,,,0,,1,,,,0,,,,,4,,,,5.60,,,,4.800,,,0.80,,,-151,,,0,,14.29,,
,,,,,,,,COCA COLA CHERRY,,,,,,,,,,,1,,,,1,,,0,,1,,,1,,0,,,,0,,,,,4,,,,7.16,,,,6.360,,,0.80,,,-119,,,0,,11.17,,
,,,,,,,,FOXS MILK COOKIES,,,,,,,,,,,0,,,,0,,,3,,0,,,0,,0,,,,1,,,,,4,,,,10.00,,,,9.200,,,0.80,,,-32,,,0,,8.00,,
,,,,,,,,MONSTER MUNCH ROAST BEEF,,,,,,,,,,,0,,,,1,,,1,,0,,,1,,1,,,,0,,,,,4,,,,5.40,,,,4.600,,,0.80,,,-108,,,0,,14.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KOKA SPICY STIR FRY,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,0,,,,2,,,,,4,,,,2.76,,,,1.960,,,0.80,,,-107,,,0,,28.99,,
,,,,,,,,REDBULL WINTER,,,,,,,,,,,0,,,,0,,,1,,1,,,1,,1,,,,0,,,,,4,,,,6.60,,,,5.800,,,0.80,,,-25,,,0,,12.12,,
,,,,,,,,BULDAK CARBONARA,,,,,,,,,,,0,,,,0,,,1,,0,,,1,,2,,,,0,,,,,4,,,,7.96,,,,4.660,,,3.30,,,-53,,,0,,41.46,,
,,,,,,,,REDBULL PURPLE,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,3,,,,0,,,,,4,,,,6.40,,,,5.600,,,0.80,,,-41,,,0,,12.50,,
,,,,,,,,FLIPZ SALTED CARAMEL,,,,,,,,,,,1,,,,0,,,2,,0,,,0,,1,,,,0,,,,,4,,,,5.96,,,,5.160,,,0.80,,,-83,,,0,,13.42,,
,,,,,,,,DISCOS CHEESE,,,,,,,,,,,1,,,,0,,,1,,1,,,0,,0,,,,1,,,,,4,,,,2.20,,,,1.400,,,0.80,,,-289,,,0,,36.36,,
,,,,,,,,MONSTER ULTRA FANTASY RUBY RED,,,,,,,,,,,1,,,,1,,,1,,0,,,0,,0,,,,1,,,,,4,,,,6.60,,,,5.800,,,0.80,,,-293,,,0,,12.12,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DAIRYLEA DUNKERS,,,,,,,,,,,1,,,,1,,,1,,0,,,1,,0,,,,0,,,,,4,,,,3.60,,,,2.800,,,0.80,,,-257,,,0,,22.22,,
,,,,,,,,ES MIXED FREE RANGE EGGS 15PK,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,1,,,,2,,,,,4,,,,15.80,,,,10.640,,,5.16,,,-672,,,0,,32.66,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AMBROSIA DEVON CUSTARD.,,,,,,,,,,,0,,,,0,,,0,,3,,,0,,1,,,,0,,,,,4,,,,7.80,,,,7.000,,,0.80,,,-390,,,0,,10.26,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MCCOYS BUFFALOS,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,1,,,,2,,,,,4,,,,5.40,,,,4.600,,,0.80,,,-44,,,0,,14.81,,
,,,,,,,,TAGO WAFER ROLLS PISTACHIO,,,,,,,,,,,4,,,,0,,,0,,0,,,0,,0,,,,0,,,,,4,,,,5.96,,,,5.120,,,0.84,,,-6,,,0,,14.09,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CHEETOS MAC N CHEESE BOLD & CHEESY,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,1,,,,2,,,,,4,,,,15.96,,,,15.160,,,0.80,,,-5,,,0,,5.01,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DELAMERE SALTED CARAMEL,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,3,,,,0,,,,,4,,,,5.16,,,,4.360,,,0.80,,,-286,,,0,,15.50,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BRANSTON BAKED BEANS,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,3,,,,,4,,,,4.76,,,,3.960,,,0.80,,,-125,,,0,,16.81,,
,,,,,,,,SAMYANG HOT CHICKEN RAMEN BOWL,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,1,,,,2,,,,,4,,,,11.56,,,,10.760,,,0.80,,,-82,,,0,,6.92,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEPERAMI HOT,,,,,,,,,,,0,,,,2,,,0,,0,,,2,,0,,,,0,,,,,4,,,,4.00,,,,4.200,,,-0.20,,,-284,,,0,,-5.00,,
,,,,,,,,JL BEEF JERKY SWEET & HOT,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,3,,,,0,,,,,4,,,,7.56,,,,6.760,,,0.80,,,-22,,,0,,10.58,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MCCOYS CHEDDAR & ONION,,,,,,,,,,,0,,,,0,,,1,,2,,,0,,1,,,,0,,,,,4,,,,5.40,,,,4.600,,,0.80,,,-167,,,0,,14.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,WALKERS MAX FLAME GRILLED STEAK,,,,,,,,,,,2,,,,0,,,1,,0,,,1,,0,,,,0,,,,,4,,,,5.40,,,,4.600,,,0.80,,,-47,,,0,,14.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GRENADE WHITE CHOCOLATE,,,,,,,,,,,1,,,,2,,,0,,0,,,0,,0,,,,1,,,,,4,,,,8.98,,,,11.400,,,-2.42,,,-40,,,0,,-26.95,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MOUNTAIN DEW,,,,,,,,,,,2,,,,0,,,0,,1,,,0,,0,,,,1,,,,,4,,,,4.00,,,,3.200,,,0.80,,,-31,,,0,,20.00,,
,,,,,,,,E/S BABY WIPES,,,,,,,,,,,0,,,,0,,,2,,2,,,0,,0,,,,0,,,,,4,,,,3.56,,,,2.760,,,0.80,,,-23,,,0,,22.47,,
,,,,,,,,IRN BRU 1901 2 LITRE,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,3,,,,0,,,,,4,,,,13.00,,,,12.200,,,0.80,,,-13,,,0,,6.15,,
,,,,,,,,GREANDE COOKIES & CREAM,,,,,,,,,,,0,,,,0,,,2,,1,,,0,,0,,,,1,,,,,4,,,,7.47,,,,11.400,,,-3.93,,,-28,,,0,,-52.61,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,WALKERS READY SALTED,,,,,,,,,,,0,,,,0,,,1,,2,,,1,,0,,,,0,,,,,4,,,,5.40,,,,4.600,,,0.80,,,-132,,,0,,14.81,,
,,,,,,,,WEBBOX CHICKEN CHUB ROLL,,,,,,,,,,,0,,,,1,,,1,,1,,,0,,1,,,,0,,,,,4,,,,3.96,,,,2.760,,,1.20,,,-610,,,0,,30.30,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,POT NOODLE BOMBAY BAD BOY.,,,,,,,,,,,1,,,,0,,,1,,0,,,1,,1,,,,0,,,,,4,,,,5.96,,,,5.160,,,0.80,,,-286,,,0,,13.42,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MONSTER BAD APPLE,,,,,,,,,,,0,,,,1,,,3,,0,,,0,,0,,,,0,,,,,4,,,,7.00,,,,6.200,,,0.80,,,-48,,,0,,11.43,,
,,,,,,,,NF TROPICAL FRUIT,,,,,,,,,,,0,,,,1,,,1,,0,,,0,,1,,,,0,,,,,3,,,,4.77,,,,4.470,,,0.30,,,-8,,,0,,6.29,,
,,,,,,,,COCO POPS 4PK,,,,,,,,,,,1,,,,0,,,1,,0,,,0,,1,,,,0,,,,,3,,,,4.47,,,,3.870,,,0.60,,,-11,,,0,,13.42,,
,,,,,,,,MAC B WATERMELON 500ML,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,3,,,,0,,,,,3,,,,2.67,,,,1.470,,,1.20,,,-727,,,0,,44.94,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AAH BISTO GRAVY GRANULES.,,,,,,,,,,,0,,,,2,,,0,,0,,,1,,0,,,,0,,,,,3,,,,8.97,,,,8.370,,,0.60,,,-288,,,0,,6.69,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AIRHEADS,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,3,,,,,3,,,,8.97,,,,6.870,,,2.10,,,-35,,,0,,23.41,,
,,,,,,,,FRUIT SHOOT ORANGE,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,0,,,,1,,,,,3,,,,2.97,,,,2.370,,,0.60,,,-12,,,0,,20.20,,
,,,,,,,,ICBIB ORIGINAL,,,,,,,,,,,1,,,,0,,,0,,0,,,1,,0,,,,1,,,,,3,,,,3.87,,,,3.270,,,0.60,,,-53,,,0,,15.50,,
,,,,,,,,OREO DOUBLE CREME.,,,,,,,,,,,1,,,,1,,,0,,1,,,0,,0,,,,0,,,,,3,,,,3.87,,,,3.270,,,0.60,,,-248,,,0,,15.50,,
,,,,,,,,RUBICON STRAWBERRY KIWI,,,,,,,,,,,3,,,,0,,,0,,0,,,0,,0,,,,0,,,,,3,,,,3.57,,,,2.970,,,0.60,,,-169,,,0,,16.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RUSTLERS CHEESEBURGER,,,,,,,,,,,1,,,,0,,,1,,1,,,0,,0,,,,0,,,,,3,,,,4.80,,,,4.200,,,0.60,,,-118,,,0,,12.50,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,E/S WASHING UP LIQUID GREEN,,,,,,,,,,,0,,,,1,,,0,,0,,,1,,0,,,,1,,,,,3,,,,2.25,,,,1.650,,,0.60,,,-60,,,0,,26.67,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ES BLEACH,,,,,,,,,,,0,,,,0,,,2,,0,,,1,,0,,,,0,,,,,3,,,,2.67,,,,2.070,,,0.60,,,-92,,,0,,22.47,,
,,,,,,,,HOVIS SOFT WHITE MEDIUM,,,,,,,,,,,0,,,,0,,,2,,1,,,0,,0,,,,0,,,,,3,,,,3.87,,,,2.970,,,0.90,,,-546,,,0,,23.26,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,POT NOODLE CHICKEN & MUSHROOM.,,,,,,,,,,,0,,,,2,,,0,,1,,,0,,0,,,,0,,,,,3,,,,4.47,,,,3.870,,,0.60,,,-1032,,,0,,13.42,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KP SALT & VINEGAR NUTS,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,1,,,,1,,,,,3,,,,4.05,,,,3.450,,,0.60,,,-10,,,0,,14.81,,
,,,,,,,,DAIRYLEA CHEESE SLICES,,,,,,,,,,,0,,,,2,,,0,,1,,,0,,0,,,,0,,,,,3,,,,5.10,,,,4.500,,,0.60,,,-40,,,0,,11.76,,
,,,,,,,,WALKERS SQUARES C & O,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,1,,,,1,,,,,3,,,,4.05,,,,3.150,,,0.90,,,-235,,,0,,22.22,,
,,,,,,,,FANTA LEMON,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,1,,,,1,,,,,3,,,,2.55,,,,1.950,,,0.60,,,-158,,,0,,23.53,,
,,,,,,,,WALKERS MAX JALAPENO & CHEESE,,,,,,,,,,,0,,,,1,,,1,,0,,,0,,1,,,,0,,,,,3,,,,4.05,,,,3.450,,,0.60,,,-112,,,0,,14.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MISSION 6 PLAIN TORTILLA WRAPS,,,,,,,,,,,0,,,,0,,,1,,2,,,0,,0,,,,0,,,,,3,,,,5.97,,,,4.770,,,1.20,,,-525,,,0,,20.10,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GOLDEN WONDER SPRING ONION 6PK,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,1,,,,0,,,,,3,,,,4.50,,,,3.900,,,0.60,,,-731,,,0,,13.33,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BOOST ENERGY ORIGINAL,,,,,,,,250ml,,,1,,,,0,,,0,,1,,,1,,0,,,,0,,,,,3,,,,2.25,,,,1.650,,,0.60,,,-523,,,0,,26.67,,
,,,,,,,,MONSTER RIO PUNCH,,,,,,,,,,,0,,,,1,,,1,,0,,,0,,1,,,,0,,,,,3,,,,5.25,,,,4.650,,,0.60,,,-466,,,0,,11.43,,
,,,,,,,,SODA WATER,,,,,,,,,,,0,,,,0,,,0,,0,,,3,,0,,,,0,,,,,3,,,,2.67,,,,2.070,,,0.60,,,-119,,,0,,22.47,,
,,,,,,,,JACK'S CUSTARD CREAMS,,,,,,,,,,,1,,,,0,,,1,,0,,,1,,0,,,,0,,,,,3,,,,2.50,,,,1.950,,,0.55,,,-65,,,0,,22.00,,
,,,,,,,,BRANDY CHICKEN & TURKEY IN JELLY,,,,,,,,,,,2,,,,0,,,0,,1,,,0,,0,,,,0,,,,,3,,,,2.97,,,,2.370,,,0.60,,,-85,,,0,,20.20,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BOOST,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,2,,,,0,,,,,3,,,,3.00,,,,2.400,,,0.60,,,-134,,,0,,20.00,,
,,,,,,,,MONSTER ENERGY W 4PK,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,3,,,,0,,,,,3,,,,14.97,,,,14.370,,,0.60,,,-158,,,0,,4.01,,
,,,,,,,,FAIRY POMEGRANATE & GRAPEFRUIT,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,1,,,,1,,,,,3,,,,3.87,,,,3.270,,,0.60,,,-281,,,0,,15.50,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BOBBYS ONION RINGS,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,0,,,,1,,,,,3,,,,2.07,,,,1.470,,,0.60,,,-25,,,0,,28.99,,
,,,,,,,,BOBBYS SPIRALS,,,,,,,,,,,2,,,,0,,,0,,0,,,1,,0,,,,0,,,,,3,,,,2.07,,,,1.470,,,0.60,,,-42,,,0,,28.99,,
,,,,,,,,PEPSI 500ML,,,,,,,,,,,0,,,,0,,,1,,1,,,1,,0,,,,0,,,,,3,,,,4.35,,,,3.750,,,0.60,,,-26,,,0,,13.79,,
,,,,,,,,JACKS KITCHEN TOWEL,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,2,,,,0,,,,,3,,,,3.00,,,,2.400,,,0.60,,,-20,,,0,,20.00,,
,,,,,,,,FRAZZLES CRISPY BACON,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,3,,,,0,,,,,3,,,,4.05,,,,3.450,,,0.60,,,-113,,,0,,14.81,,
,,,,,,,,COCA COLA ZERO 500ML,,,,,,,,,,,0,,,,1,,,1,,0,,,0,,1,,,,0,,,,,3,,,,4.20,,,,3.600,,,0.60,,,-159,,,0,,14.29,,
,,,,,,,,PEPSI 6PK,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,1,,,,1,,,,,3,,,,10.47,,,,9.870,,,0.60,,,-16,,,0,,5.73,,
,,,,,,,,MARSHALLS MACARONI 400G,,,,,,,,,,,1,,,,0,,,0,,0,,,1,,0,,,,1,,,,,3,,,,3.57,,,,2.970,,,0.60,,,-226,,,0,,16.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FOX'S TRIPLE 7PK.,,,,,,,,,,,0,,,,3,,,0,,0,,,0,,0,,,,0,,,,,3,,,,3.87,,,,3.150,,,0.72,,,-102,,,0,,18.60,,
,,,,,,,,VIMTO SPARKLING 8PK,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,2,,,,0,,,,,3,,,,11.25,,,,10.650,,,0.60,,,-126,,,0,,5.33,,
,,,,,,,,LUCOZADE ORANGE 4PK,,,,,,,,,,,0,,,,0,,,1,,2,,,0,,0,,,,0,,,,,3,,,,9.75,,,,9.150,,,0.60,,,-71,,,0,,6.15,,
,,,,,,,,DIET COKE,,,,,,,,2 LITRE,,,0,,,,0,,,1,,0,,,1,,1,,,,0,,,,,3,,,,6.87,,,,6.270,,,0.60,,,-499,,,0,,8.73,,
,,,,,,,,RELENTLESS FRUIT PUNCH,,,,,,,,,,,0,,,,0,,,1,,0,,,2,,0,,,,0,,,,,3,,,,3.00,,,,2.400,,,0.60,,,-158,,,0,,20.00,,
,,,,,,,,HIGHLAND SPRING WATER,,,,,,,,500ml,,,0,,,,0,,,0,,1,,,0,,2,,,,0,,,,,3,,,,2.37,,,,1.770,,,0.60,,,-477,,,0,,25.32,,
,,,,,,,,PRINGLES BBQ,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,1,,,,1,,,,,3,,,,8.97,,,,8.370,,,0.60,,,-313,,,0,,6.69,,
,,,,,,,,HEINZ BEEF RAVIOLI.,,,,,,,,,,,0,,,,0,,,2,,1,,,0,,0,,,,0,,,,,3,,,,6.60,,,,6.000,,,0.60,,,-137,,,0,,9.09,,
,,,,,,,,JACK'S BOURBON CREAM BISCUITS.,,,,,,,,,,,0,,,,1,,,0,,1,,,1,,0,,,,0,,,,,3,,,,3.75,,,,3.150,,,0.60,,,-318,,,0,,16.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
