,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEPERAMI ORIGINAL,,,,,,,,,,,0,,,,0,,,2,,0,,,1,,1,,,,1,,,,,5,,,,5.75,,,,5.250,,,0.50,,,-334,,,0,,8.70,,
,,,,,,,,DIET COKE,,,,,,,,2 LITRE,,,1,,,,0,,,0,,1,,,1,,1,,,,1,,,,,5,,,,11.45,,,,10.450,,,1.00,,,-499,,,0,,8.73,,
,,,,,,,,PRINGLES BBQ,,,,,,,,,,,0,,,,1,,,1,,1,,,0,,2,,,,0,,,,,5,,,,14.95,,,,13.950,,,1.00,,,-313,,,0,,6.69,,
,,,,,,,,PRINCESS TUNA CHUNKS IN SUNFLOWER OIL,,,,,,,,,,,1,,,,0,,,0,,2,,,0,,2,,,,0,,,,,5,,,,7.95,,,,6.950,,,1.00,,,-115,,,0,,12.58,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,IRN BRU XTRA,,,,,,,,,,,1,,,,1,,,0,,0,,,1,,0,,,,2,,,,,5,,,,9.45,,,,8.450,,,1.00,,,-308,,,0,,10.58,,
,,,,,,,,IRN BRU ENERGY ORNAGE,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,4,,,,0,,,,,5,,,,5.00,,,,4.000,,,1.00,,,-556,,,0,,20.00,,
,,,,,,,,PRINGLES SOUR CREAM & ONION,,,,,,,,,,,0,,,,1,,,1,,1,,,0,,0,,,,2,,,,,5,,,,14.95,,,,13.950,,,1.00,,,-199,,,0,,6.69,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BOOST ORANGE,,,,,,,,,,,0,,,,1,,,0,,3,,,0,,1,,,,0,,,,,5,,,,4.45,,,,3.450,,,1.00,,,-300,,,0,,22.47,,
,,,,,,,,WALKERS PRAWN COCKTAIL,,,,,,,,,,,0,,,,0,,,1,,2,,,2,,0,,,,0,,,,,5,,,,6.75,,,,5.750,,,1.00,,,-125,,,0,,14.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FANTA ORANGE 2L,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,1,,,,3,,,,,5,,,,10.75,,,,9.750,,,1.00,,,-89,,,0,,9.30,,
,,,,,,,,IRN BRU GLASS,,,,,,,,,,,0,,,,2,,,0,,0,,,1,,1,,,,1,,,,,5,,,,8.45,,,,7.450,,,1.00,,,-204,,,0,,11.83,,
,,,,,,,,KELLOGGS SQUARES CARAMEL CHOCOLATE,,,,,,,,,,,0,,,,0,,,0,,1,,,2,,2,,,,0,,,,,5,,,,3.95,,,,2.950,,,1.00,,,-249,,,0,,25.32,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PRINGLES SALT & VINEGAR,,,,,,,,,,,2,,,,1,,,0,,0,,,2,,0,,,,0,,,,,5,,,,14.95,,,,13.950,,,1.00,,,-354,,,0,,6.69,,
,,,,,,,,MCCOYS CHEDDAR & ONION,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,1,,,,3,,,,,5,,,,6.75,,,,5.750,,,1.00,,,-167,,,0,,14.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DORITOS FLAMIN HOT,,,,,,,,,,,0,,,,2,,,0,,3,,,0,,0,,,,0,,,,,5,,,,6.75,,,,5.750,,,1.00,,,-153,,,0,,14.81,,
,,,,,,,,COCA COLA CHERRY FLOAT,,,,,,,,330ml,,,1,,,,2,,,0,,0,,,2,,0,,,,0,,,,,5,,,,6.45,,,,5.450,,,1.00,,,-9,,,0,,15.50,,
,,,,,,,,YAZOO CHOCOLATE,,,,,,,,,,,0,,,,0,,,1,,0,,,1,,1,,,,2,,,,,5,,,,5.67,,,,5.950,,,-0.28,,,-22,,,0,,-4.94,,
,,,,,,,,COCA COLA ZERO SUGAR 2 LITRE,,,,,,,,,,,1,,,,0,,,0,,1,,,0,,2,,,,1,,,,,5,,,,11.45,,,,10.450,,,1.00,,,-118,,,0,,8.73,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ES BLEACH,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,1,,,,3,,,,,5,,,,4.45,,,,3.450,,,1.00,,,-92,,,0,,22.47,,
,,,,,,,,OASIS CITUS PUNCH,,,,,,,,,,,3,,,,1,,,0,,0,,,0,,1,,,,0,,,,,5,,,,7.00,,,,6.000,,,1.00,,,-74,,,0,,14.29,,
,,,,,,,,KINDER CHOCOLATE 8PK,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,3,,,,0,,,,,4,,,,6.60,,,,5.800,,,0.80,,,-243,,,0,,12.12,,
,,,,,,,,COOKED HAM,,,,,,,,,,,0,,,,0,,,3,,1,,,0,,0,,,,0,,,,,4,,,,4.00,,,,3.200,,,0.80,,,-1372,,,0,,20.00,,
,,,,,,,,KP SALT & VINEGAR NUTS,,,,,,,,,,,3,,,,0,,,0,,1,,,0,,0,,,,0,,,,,4,,,,5.40,,,,4.600,,,0.80,,,-10,,,0,,14.81,,
,,,,,,,,GRAHAMS 568ML SEMI SKIM,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,1,,,,1,,,,,4,,,,3.56,,,,2.760,,,0.80,,,-43,,,0,,22.47,,
,,,,,,,,DAIRY MILK BISCOFF,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,0,,,,2,,,,,4,,,,7.80,,,,7.000,,,0.80,,,-114,,,0,,10.26,,
,,,,,,,,BARR COLA,,,,,,,,,,,1,,,,2,,,0,,0,,,0,,0,,,,1,,,,,4,,,,4.00,,,,3.200,,,0.80,,,-121,,,0,,20.00,,
,,,,,,,,HIGO PINEAPLLE POD,,,,,,,,,,,0,,,,0,,,1,,2,,,1,,0,,,,0,,,,,4,,,,27.96,,,,31.160,,,-3.20,,,-18,,,0,,-11.44,,
,,,,,,,,ES ENERGY 500ML,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,2,,,,0,,,,,4,,,,3.60,,,,2.800,,,0.80,,,-129,,,0,,22.22,,
,,,,,,,,PEPSI MAX 6PK CANS,,,,,,,,330ML,,,1,,,,0,,,0,,0,,,2,,1,,,,0,,,,,4,,,,13.16,,,,12.360,,,0.80,,,-57,,,0,,6.08,,
,,,,,,,,RUSTLERS QUARTER POUNDER,,,,,,,,,,,0,,,,1,,,0,,2,,,0,,1,,,,0,,,,,4,,,,10.40,,,,9.600,,,0.80,,,-168,,,0,,7.69,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FANTA FRUIT TWIST,,,,,,,,,,,3,,,,0,,,0,,1,,,0,,0,,,,0,,,,,4,,,,8.60,,,,7.800,,,0.80,,,-48,,,0,,9.30,,
,,,,,,,,REDBULL ICE EDITION,,,,,,,,,,,0,,,,4,,,0,,0,,,0,,0,,,,0,,,,,4,,,,6.60,,,,5.800,,,0.80,,,-196,,,0,,12.12,,
,,,,,,,,FANTA FRUIT TWIST,,,,,,,,,,,2,,,,1,,,0,,0,,,0,,1,,,,0,,,,,4,,,,3.40,,,,2.600,,,0.80,,,-67,,,0,,23.53,,
,,,,,,,,TAKI INTNSE NACHO,,,,,,,,,,,0,,,,0,,,2,,0,,,1,,1,,,,0,,,,,4,,,,5.00,,,,4.200,,,0.80,,,-71,,,0,,16.00,,
,,,,,,,,FUNKIN STRAWBERRY,,,,,,,,,,,0,,,,1,,,0,,1,,,0,,2,,,,0,,,,,4,,,,9.56,,,,8.760,,,0.80,,,-82,,,0,,8.37,,
,,,,,,,,MCVITIES MILK CHOC DIGESTIVES,,,,,,,,,,,0,,,,1,,,1,,0,,,0,,0,,,,2,,,,,4,,,,9.00,,,,8.200,,,0.80,,,-127,,,0,,8.89,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,REESES MINI,,,,,,,,,,,0,,,,0,,,0,,2,,,2,,0,,,,0,,,,,4,,,,5.40,,,,4.600,,,0.80,,,-295,,,0,,14.81,,
,,,,,,,,FAIRY ORIGINAL,,,,,,,,,,,2,,,,0,,,0,,0,,,0,,1,,,,1,,,,,4,,,,5.16,,,,4.360,,,0.80,,,-516,,,0,,15.50,,
66755,,,,,,,,MARSHALS CHEESEY MACARONI.,,,,,,,,190G,,,0,,,,0,,,0,,0,,,4,,0,,,,0,,,,,4,,,,5.56,,,,3.660,,,1.90,,,-360,,,0,,34.10,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,REDBULL SF,,,,,,,,,,,0,,,,0,,,3,,0,,,0,,0,,,,1,,,,,4,,,,6.80,,,,6.000,,,0.80,,,-17,,,0,,11.76,,
,,,,,,,,JACKS PRAWN CRACKERS,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,0,,,,2,,,,,4,,,,2.70,,,,2.600,,,0.10,,,-6,,,0,,3.70,,
,,,,,,,,RB SPRING EDITION,,,,,,,,,,,0,,,,0,,,0,,0,,,3,,0,,,,1,,,,,4,,,,11.20,,,,10.400,,,0.80,,,-34,,,0,,7.14,,
,,,,,,,,SQUARES MARSHMALLOW 4PK,,,,,,,,,,,0,,,,0,,,1,,2,,,0,,1,,,,0,,,,,4,,,,9.00,,,,8.200,,,0.80,,,-226,,,0,,8.89,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEPERAMI FIRESTICK,,,,,,,,,,,4,,,,0,,,0,,0,,,0,,0,,,,0,,,,,4,,,,4.00,,,,4.200,,,-0.20,,,-232,,,0,,-5.00,,
,,,,,,,,MCCOYS HOT N SPICY,,,,,,,,,,,1,,,,0,,,2,,0,,,0,,0,,,,1,,,,,4,,,,5.40,,,,4.600,,,0.80,,,-90,,,0,,14.81,,
,,,,,,,,FRUIT SHOOT BLACKCURRANT 8PK,,,,,,,,,,,2,,,,0,,,1,,1,,,0,,0,,,,0,,,,,4,,,,11.56,,,,8.360,,,3.20,,,-537,,,0,,27.68,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DIET COKE 12PK,,,,,,,,,,,0,,,,2,,,0,,1,,,1,,0,,,,0,,,,,4,,,,31.96,,,,19.800,,,12.16,,,-98,,,0,,38.05,,
,,,,,,,,RUSTLERS CHICKEN BURGERS,,,,,,,,,,,0,,,,0,,,1,,0,,,2,,1,,,,0,,,,,4,,,,6.40,,,,5.600,,,0.80,,,-64,,,0,,12.50,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,,,,,,,,E/S APPLE JUICE 1 LITRE,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,1,,,,2,,,,,4,,,,6.36,,,,5.560,,,0.80,,,-342,,,0,,12.58,,
,,,,,,,,LOCAL LIVING TONIC WATER,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,3,,,,,4,,,,3.56,,,,2.760,,,0.80,,,-113,,,0,,22.47,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ES ORANGEADE,,,,,,,,,,,4,,,,0,,,0,,0,,,0,,0,,,,0,,,,,4,,,,1.60,,,,0.800,,,0.80,,,-41,,,0,,50.00,,
,,,,,,,,ELMLEA DOUBLE,,,,,,,,,,,1,,,,0,,,0,,1,,,1,,0,,,,1,,,,,4,,,,7.20,,,,6.400,,,0.80,,,-134,,,0,,11.11,,
,,,,,,,,KELLOGGS NUTRIGRAIN STRAWBERRY,,,,,,,,,,,1,,,,0,,,3,,0,,,0,,0,,,,0,,,,,4,,,,3.16,,,,2.360,,,0.80,,,-185,,,0,,25.32,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LUCOZADE ZERO PINK LEMONADE,,,,,,,,,,,0,,,,1,,,1,,0,,,2,,0,,,,0,,,,,4,,,,6.00,,,,5.200,,,0.80,,,-284,,,0,,13.33,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MARSHALLS MAC N CHEESE.,,,,,,,,,,,0,,,,0,,,0,,4,,,0,,0,,,,0,,,,,4,,,,6.36,,,,5.560,,,0.80,,,-185,,,0,,12.58,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LENOR SPRING AWAKENING FABRIC SOFTN,,,,,,,,,,,0,,,,0,,,1,,0,,,2,,0,,,,1,,,,,4,,,,11.96,,,,11.160,,,0.80,,,-106,,,0,,6.69,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEPERAMI HOT,,,,,,,,,,,1,,,,0,,,0,,2,,,0,,0,,,,0,,,,,3,,,,3.25,,,,3.150,,,0.10,,,-284,,,0,,3.08,,
,,,,,,,,OH MY TISSUE PEACH 4 ROLLS.,,,,,,,,,,,0,,,,1,,,1,,0,,,1,,0,,,,0,,,,,3,,,,3.00,,,,2.400,,,0.60,,,-61,,,0,,20.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,STICKY BBQ RIBS,,,,,,,,,,,0,,,,0,,,1,,0,,,2,,0,,,,0,,,,,3,,,,3.75,,,,3.150,,,0.60,,,-131,,,0,,16.00,,
,,,,,,,,JACK'S CUSTARD CREAMS,,,,,,,,,,,0,,,,0,,,1,,0,,,2,,0,,,,0,,,,,3,,,,2.40,,,,1.950,,,0.45,,,-65,,,0,,18.75,,
,,,,,,,,YAZOO CHOCO 1L,,,,,,,,,,,1,,,,0,,,0,,1,,,0,,1,,,,0,,,,,3,,,,6.27,,,,5.670,,,0.60,,,-12,,,0,,9.57,,
,,,,,,,,HEINZ LENTIL SOUP.,,,,,,,,,,,0,,,,1,,,0,,1,,,1,,0,,,,0,,,,,3,,,,5.67,,,,5.070,,,0.60,,,-208,,,0,,10.58,,
,,,,,,,,AMBROSIA DEVON CUSTARD.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,3,,,,0,,,,,3,,,,5.85,,,,5.250,,,0.60,,,-390,,,0,,10.26,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HAYWOOD SULTANA SCONES,,,,,,,,,,,0,,,,1,,,0,,1,,,1,,0,,,,0,,,,,3,,,,4.77,,,,2.340,,,2.43,,,-30,,,0,,50.88,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HUGGIES PURE,,,,,,,,,,,0,,,,1,,,0,,1,,,1,,0,,,,0,,,,,3,,,,3.00,,,,2.400,,,0.60,,,-62,,,0,,20.00,,
,,,,,,,,GRENADE FUDGE BROWNIE,,,,,,,,,,,0,,,,0,,,2,,0,,,0,,1,,,,0,,,,,3,,,,5.98,,,,8.550,,,-2.57,,,-29,,,0,,-42.98,,
,,,,,,,,REDBULL PURPLE,,,,,,,,,,,1,,,,0,,,0,,0,,,1,,1,,,,0,,,,,3,,,,4.80,,,,4.200,,,0.60,,,-41,,,0,,12.50,,
,,,,,,,,BOBBYS SPIRALS,,,,,,,,,,,0,,,,2,,,0,,1,,,0,,0,,,,0,,,,,3,,,,2.07,,,,1.470,,,0.60,,,-42,,,0,,28.99,,
,,,,,,,,MIRANDA WATERMELON,,,,,,,,,,,0,,,,1,,,2,,0,,,0,,0,,,,0,,,,,3,,,,5.67,,,,3.250,,,2.42,,,-8,,,0,,42.70,,
,,,,,,,,CATHEDRAL MATURE CHEDDAR,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,1,,,,1,,,,,3,,,,11.97,,,,8.370,,,3.60,,,-242,,,0,,30.08,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,COLGATE FRESH GEL,,,,,,,,,,,1,,,,0,,,1,,1,,,0,,0,,,,0,,,,,3,,,,3.00,,,,2.400,,,0.60,,,-6,,,0,,20.00,,
,,,,,,,,DR PEPPER CHERRY CRUSH,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,2,,,,,3,,,,4.20,,,,3.600,,,0.60,,,-5,,,0,,14.29,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LIPTON PEACH,,,,,,,,,,,2,,,,0,,,0,,1,,,0,,0,,,,0,,,,,3,,,,5.37,,,,4.770,,,0.60,,,-45,,,0,,11.17,,
,,,,,,,,WOTSITS,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,2,,,,,3,,,,4.05,,,,3.450,,,0.60,,,-149,,,0,,14.81,,
,,,,,,,,WALKERS S&V,,,,,,,,,,,0,,,,1,,,0,,1,,,1,,0,,,,0,,,,,3,,,,4.05,,,,3.450,,,0.60,,,-100,,,0,,14.81,,
,,,,,,,,DR PEPPER 330ML,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,2,,,,0,,,,,3,,,,2.55,,,,1.950,,,0.60,,,-196,,,0,,23.53,,
,,,,,,,,DELAMERE SALTED CARAMEL,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,2,,,,0,,,,,3,,,,3.87,,,,3.270,,,0.60,,,-286,,,0,,15.50,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BODYFORM GOODNIGHT 8 ULTRA LARGE,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,2,,,,0,,,,,3,,,,4.47,,,,5.070,,,-0.60,,,-99,,,0,,-13.42,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BARR PINEAPPLE 2L,,,,,,,,,,,0,,,,1,,,0,,0,,,1,,1,,,,0,,,,,3,,,,4.17,,,,3.570,,,0.60,,,-9,,,0,,14.39,,
92462,,,,,,,,SAXA GROUND BLACK PEPPER 25G,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,2,,,,0,,,,,3,,,,4.77,,,,1.260,,,3.51,,,-84,,,0,,73.52,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HEINZ BEEF RAVIOLI.,,,,,,,,,,,0,,,,2,,,0,,0,,,1,,0,,,,0,,,,,3,,,,6.60,,,,6.000,,,0.60,,,-137,,,0,,9.09,,
,,,,,,,,MISSION 6 PLAIN TORTILLA WRAPS,,,,,,,,,,,1,,,,0,,,1,,1,,,0,,0,,,,0,,,,,3,,,,5.97,,,,4.770,,,1.20,,,-525,,,0,,20.10,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,JACKS BAG FOR LIFE,,,,,,,,,,,0,,,,0,,,1,,0,,,1,,1,,,,0,,,,,3,,,,0.90,,,,0.300,,,0.60,,,-1643,,,0,,66.67,,
,,,,,,,,JUST JUICE WITH ORANGES,,,,,,,,,,,0,,,,0,,,1,,0,,,1,,1,,,,0,,,,,3,,,,6.87,,,,5.070,,,1.80,,,-416,,,0,,26.20,,
,,,,,,,,DAIRYLEA DUNKERS,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,1,,,,1,,,,,3,,,,2.70,,,,2.100,,,0.60,,,-257,,,0,,22.22,,
,,,,,,,,NICKY SOFT TOUCH 4 PACK TOILET TISS,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,2,,,,0,,,,,3,,,,4.47,,,,3.870,,,0.60,,,-339,,,0,,13.42,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MONSTER JUICED KHAOTIC,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,2,,,,0,,,,,3,,,,5.25,,,,4.650,,,0.60,,,-89,,,0,,11.43,,
,,,,,,,,OREO ORIGINAL.,,,,,,,,,,,0,,,,1,,,0,,2,,,0,,0,,,,0,,,,,3,,,,3.87,,,,3.270,,,0.60,,,-180,,,0,,15.50,,
,,,,,,,,MCVITIES CARAMEL DIGESTIVES.,,,,,,,,,,,0,,,,1,,,1,,0,,,1,,0,,,,0,,,,,3,,,,6.75,,,,6.150,,,0.60,,,-72,,,0,,8.89,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BARR GINGER BEER,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,1,,,,0,,,,,3,,,,2.07,,,,1.470,,,0.60,,,-321,,,0,,28.99,,
,,,,,,,,MONSTER VR ZERO,,,,,,,,,,,0,,,,1,,,1,,0,,,0,,0,,,,1,,,,,3,,,,4.95,,,,4.350,,,0.60,,,-81,,,0,,12.12,,
,,,,,,,,DR PEPPER STRAWB & CREAM,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,1,,,,0,,,,,3,,,,5.97,,,,4.770,,,1.20,,,-46,,,0,,20.10,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DR PEPPER VANILLA FLOAT,,,,,,,,355ML,,,1,,,,0,,,1,,0,,,0,,1,,,,0,,,,,3,,,,5.97,,,,4.770,,,1.20,,,-23,,,0,,20.10,,
,,,,,,,,REDBULL WINTER,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,1,,,,1,,,,,3,,,,4.95,,,,4.350,,,0.60,,,-25,,,0,,12.12,,
,,,,,,,,ES INSTANT COFFEE,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,1,,,,1,,,,,3,,,,5.97,,,,5.370,,,0.60,,,-51,,,0,,10.05,,
,,,,,,,,CRISP N DRY,,,,,,,,,,,0,,,,0,,,3,,0,,,0,,0,,,,0,,,,,3,,,,8.85,,,,8.250,,,0.60,,,-23,,,0,,6.78,,
,,,,,,,,MCCOYS THAI SWEET CHICKEN,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,2,,,,0,,,,,3,,,,4.05,,,,3.450,,,0.60,,,-161,,,0,,14.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FANTA LEMON,,,,,,,,,,,1,,,,2,,,0,,0,,,0,,0,,,,0,,,,,3,,,,2.55,,,,1.950,,,0.60,,,-158,,,0,,23.53,,
,,,,,,,,EURO ENEGRY 4PK,,,,,,,,,,,0,,,,3,,,0,,0,,,0,,0,,,,0,,,,,3,,,,5.85,,,,5.250,,,0.60,,,-119,,,0,,10.26,,
,,,,,,,,DR PEPPER 2L,,,,,,,,,,,0,,,,2,,,0,,1,,,0,,0,,,,0,,,,,3,,,,6.45,,,,5.850,,,0.60,,,-113,,,0,,9.30,,
,,,,,,,,DISCO CHEESE & ONION,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,2,,,,0,,,,,3,,,,4.05,,,,3.450,,,0.60,,,-306,,,0,,14.81,,
,,,,,,,,WALKERS WOTSITS SWEET & SPICY,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,0,,,,1,,,,,3,,,,4.05,,,,3.450,,,0.60,,,-99,,,0,,14.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ICE,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,3,,,,,3,,,,5.67,,,,5.070,,,0.60,,,-4,,,0,,10.58,,
,,,,,,,,REDBULL 4PK 473ML,,,,,,,,,,,0,,,,0,,,1,,0,,,1,,1,,,,0,,,,,3,,,,27.75,,,,27.150,,,0.60,,,-20,,,0,,2.16,,
,,,,,,,,REDBULL COCONUT,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,1,,,,,3,,,,5.25,,,,4.650,,,0.60,,,-13,,,0,,11.43,,
,,,,,,,,SQUEEZE IT BLUE RASP,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,1,,,,1,,,,,3,,,,5.07,,,,2.630,,,2.45,,,-52,,,0,,48.22,,
,,,,,,,,AIRHEADS,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,0,,,,2,,,,,3,,,,8.97,,,,6.870,,,2.10,,,-35,,,0,,23.41,,
,,,,,,,,POT NOODLE BOMBAY BAD BOY.,,,,,,,,,,,1,,,,1,,,0,,0,,,1,,0,,,,0,,,,,3,,,,4.47,,,,3.870,,,0.60,,,-286,,,0,,13.42,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AAH BISTO GRAVY GRANULES.,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,1,,,,1,,,,,3,,,,8.97,,,,8.370,,,0.60,,,-288,,,0,,6.69,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SQUEEZE IT BUBBLEGUM,,,,,,,,,,,0,,,,0,,,2,,0,,,0,,0,,,,1,,,,,3,,,,5.07,,,,4.170,,,0.90,,,-129,,,0,,17.75,,
,,,,,,,,URBAN CRUST WRAP,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,1,,,,1,,,,,3,,,,6.87,,,,6.270,,,0.60,,,-525,,,0,,8.73,,
,,,,,,,,RELENTLESS ENERGY ORIGIN,,,,,,,,,,,0,,,,2,,,1,,0,,,0,,0,,,,0,,,,,3,,,,3.00,,,,2.400,,,0.60,,,-1190,,,0,,20.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CLAY OVEN LARGE PLAIN NAAN,,,,,,,,,,,1,,,,0,,,0,,1,,,0,,0,,,,1,,,,,3,,,,5.97,,,,4.770,,,1.20,,,-177,,,0,,20.10,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DAIRYPAK,,,,,,,,,,,0,,,,1,,,0,,1,,,1,,0,,,,0,,,,,3,,,,4.17,,,,3.570,,,0.60,,,-48,,,0,,14.39,,
