Stk Code,,,,,,,,Product Description,,,,,,,,,,,SUN,,,,MON,,,TUE,,WED,,,THU,,,FRI,,,,SAT,,,Total,,,,,Value,,,,Cost,,,Profit,,,In Stk,,,On Ord,,,%,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dept:,,,,1-GROCERY NON VAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Sub Dept:,,,,,,,0-NO SUB DEPARTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HARIBO TANGFASTICS,,,,,,,,,,,0,,,,1,,,1,,4,,,1,,1,,,,2,,,,,10,,,,12.50,,,,8.500,,,1.92,,,-1002,,,0,,18.40,,
,,,,,,,,PAPITA CARAMEL,,,,,,,,,,,1,,,,4,,,1,,1,,,2,,1,,,,0,,,,,10,,,,6.90,,,,2.900,,,2.85,,,-19,,,0,,49.57,,
,,,,,,,,GALAXY SMOOTH CARAMEL,,,,,,,,,,,0,,,,0,,,4,,3,,,0,,0,,,,3,,,,,10,,,,16.90,,,,12.900,,,1.18,,,-247,,,0,,8.40,,
,,,,,,,,PRINGLES TEXAS BBQ SAUCE,,,,,,,,,,,0,,,,3,,,1,,2,,,1,,2,,,,1,,,,,10,,,,12.50,,,,8.500,,,1.92,,,-1511,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CREME EGGS 5PK,,,,,,,,,,,1,,,,1,,,1,,1,,,1,,1,,,,3,,,,,9,,,,27.00,,,,8.010,,,14.49,,,-348,,,0,,64.40,,
,,,,,,,,PRINGLES SALT & VINEGAR 70G,,,,,,,,,,,1,,,,2,,,0,,2,,,1,,1,,,,2,,,,,9,,,,11.25,,,,7.650,,,1.73,,,-1405,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KINDER BUENO,,,,,,,,,,,1,,,,0,,,3,,0,,,3,,1,,,,1,,,,,9,,,,8.01,,,,4.410,,,2.27,,,-127,,,0,,33.93,,
,,,,,,,,MENTOS MINT.,,,,,,,,,,,0,,,,1,,,2,,2,,,1,,2,,,,1,,,,,9,,,,7.11,,,,1.350,,,4.58,,,-2016,,,0,,77.22,,
,,,,,,,,DAIRY MILK CARAMEL,,,,,,,,,,,1,,,,1,,,2,,0,,,3,,1,,,,1,,,,,9,,,,17.55,,,,13.950,,,0.68,,,-146,,,0,,4.62,,
78029,,,,,,,,WRIGLEY EXTRA S/FREE PEPPERMIN,,,,,,,,10PCE,,,1,,,,2,,,0,,1,,,2,,2,,,,1,,,,,9,,,,7.65,,,,2.010,,,4.37,,,-7685,,,0,,68.52,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KINDER EGG,,,,,,,,,,,0,,,,3,,,0,,5,,,0,,1,,,,0,,,,,9,,,,10.71,,,,3.510,,,5.42,,,-2670,,,0,,60.67,,
78038,,,,,,,,WRIGLEY EXTRA S/FREE SPEARMINT,,,,,,,,10PCE,,,2,,,,0,,,3,,0,,,0,,2,,,,1,,,,,8,,,,6.80,,,,1.780,,,3.88,,,-7394,,,0,,68.52,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GOLDEN WONDER SALT & VINEGAR 6PK,,,,,,,,,,,1,,,,0,,,2,,2,,,1,,0,,,,2,,,,,8,,,,14.60,,,,10.400,,,1.77,,,-952,,,0,,14.52,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DISCOS S&V,,,,,,,,,,,0,,,,3,,,0,,4,,,1,,0,,,,0,,,,,8,,,,4.40,,,,1.200,,,2.47,,,-247,,,0,,67.27,,
,,,,,,,,MILKYBAR 12G,,,,,,,,,,,0,,,,0,,,3,,1,,,0,,4,,,,0,,,,,8,,,,2.80,,,,2.340,,,0.00,,,-128,,,0,,-0.11,,
,,,,,,,,TWIRL 5PK,,,,,,,,,,,0,,,,2,,,1,,1,,,2,,0,,,,2,,,,,8,,,,15.92,,,,12.720,,,0.55,,,-37,,,0,,4.12,,
,,,,,,,,GALAXY RIPPLE.,,,,,,,,,,,0,,,,0,,,0,,4,,,0,,3,,,,1,,,,,8,,,,6.00,,,,2.800,,,2.20,,,-708,,,0,,44.00,,
,,,,,,,,M M CRISPY,,,,,,,,,,,1,,,,1,,,1,,1,,,0,,3,,,,1,,,,,8,,,,13.52,,,,10.320,,,0.95,,,-211,,,0,,8.40,,
,,,,,,,,DORITOS TANGY CHEESE,,,,,,,,,,,0,,,,0,,,1,,1,,,4,,2,,,,0,,,,,8,,,,10.80,,,,7.600,,,1.40,,,-165,,,0,,15.56,,
,,,,,,,,MCVITIES JAFFA CAKES.,,,,,,,,,,,0,,,,2,,,0,,0,,,0,,3,,,,3,,,,,8,,,,11.92,,,,8.720,,,1.21,,,-327,,,0,,12.21,,
,,,,,,,,BLUEY EGG,,,,,,,,,,,0,,,,0,,,1,,3,,,1,,3,,,,0,,,,,8,,,,10.32,,,,7.120,,,1.48,,,-15,,,0,,17.21,,
,,,,,,,,REFRESHERS 34G.,,,,,,,,,,,1,,,,0,,,0,,4,,,1,,2,,,,0,,,,,8,,,,4.72,,,,3.940,,,0.00,,,-2596,,,0,,-0.07,,
,,,,,,,,LUCOZADE ORANGE 900ML,,,,,,,,,,,0,,,,1,,,0,,1,,,0,,3,,,,3,,,,,8,,,,16.00,,,,12.800,,,0.53,,,-1585,,,0,,4.00,,
,,,,,,,,EMERGE TROPICAL BERRY 500ML,,,,,,,,,,,0,,,,0,,,2,,0,,,2,,2,,,,2,,,,,8,,,,5.60,,,,2.400,,,2.27,,,-872,,,0,,48.57,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MILKYWAY,,,,,,,,,,,0,,,,2,,,0,,2,,,4,,0,,,,0,,,,,8,,,,3.12,,,,2.600,,,0.00,,,-378,,,0,,0.00,,
,,,,,,,,POWERADE BLUE 500ML,,,,,,,,,,,0,,,,3,,,3,,0,,,0,,0,,,,2,,,,,8,,,,12.72,,,,7.120,,,3.48,,,-1876,,,0,,32.83,,
,,,,,,,,BACON FRIES,,,,,,,,,,,1,,,,0,,,0,,2,,,1,,3,,,,0,,,,,7,,,,6.93,,,,4.830,,,0.95,,,-2018,,,0,,16.36,,
,,,,,,,,HARIBO GOLDBEARS,,,,,,,,,,,0,,,,4,,,1,,0,,,2,,0,,,,0,,,,,7,,,,8.75,,,,5.950,,,1.34,,,-828,,,0,,18.40,,
,,,,,,,,GALAXY RIPPLE 3PK,,,,,,,,,,,2,,,,2,,,1,,0,,,2,,0,,,,0,,,,,7,,,,13.23,,,,10.430,,,0.60,,,-114,,,0,,5.40,,
,,,,,,,,M&MS PEANUT,,,,,,,,,,,0,,,,2,,,0,,1,,,0,,4,,,,0,,,,,7,,,,11.83,,,,9.030,,,0.83,,,-112,,,0,,8.40,,
,,,,,,,,REESES PEANUT BUTTER BAR,,,,,,,,,,,0,,,,1,,,2,,2,,,0,,2,,,,0,,,,,7,,,,13.65,,,,10.850,,,0.53,,,-16,,,0,,4.62,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HARIBO STARMIX,,,,,,,,,,,0,,,,0,,,3,,1,,,1,,2,,,,0,,,,,7,,,,8.75,,,,5.950,,,1.34,,,-596,,,0,,18.40,,
,,,,,,,,MONSTER JUICED AUSSIE LEMONADE,,,,,,,,,,,1,,,,1,,,0,,2,,,2,,0,,,,1,,,,,7,,,,12.25,,,,7.630,,,2.58,,,-376,,,0,,25.26,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DRUMSTICK SQUASHIES BUBBLEGUM,,,,,,,,,,,1,,,,1,,,1,,0,,,3,,0,,,,1,,,,,7,,,,8.05,,,,5.250,,,1.46,,,-589,,,0,,21.74,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TROLLI BIG BURGER,,,,,,,,,,,0,,,,3,,,3,,0,,,1,,0,,,,0,,,,,7,,,,8.33,,,,4.200,,,2.74,,,-160,,,0,,39.50,,
,,,,,,,,JACK'S ONION RINGS,,,,,,,,,,,1,,,,0,,,3,,0,,,1,,2,,,,0,,,,,7,,,,5.08,,,,3.150,,,1.08,,,-118,,,0,,25.59,,
,,,,,,,,TAKIS DRAGON SWEET CHILLI,,,,,,,,,,,2,,,,0,,,5,,0,,,0,,0,,,,0,,,,,7,,,,8.75,,,,5.950,,,1.34,,,-424,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SOUR PATCH KIDS STRAWBERRY.,,,,,,,,,,,3,,,,2,,,0,,1,,,1,,0,,,,0,,,,,7,,,,10.50,,,,7.700,,,1.05,,,-319,,,0,,12.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KP MINI CHIPS SALT & VINEGAR,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,2,,,,4,,,,,7,,,,9.45,,,,6.650,,,1.23,,,-249,,,0,,15.56,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DRUMSTICK BAR,,,,,,,,,,,0,,,,2,,,1,,0,,,4,,0,,,,0,,,,,7,,,,1.40,,,,0.670,,,0.50,,,-1689,,,0,,42.74,,
,,,,,,,,BOBBY'S ONION RINGS,,,,,,,,,,,0,,,,1,,,1,,0,,,0,,0,,,,4,,,,,6,,,,7.50,,,,5.100,,,1.15,,,-306,,,0,,18.40,,
,,,,,,,,BOBBY'S 6 CLASSIC MINI DOUGHNUTS,,,,,,,,,,,2,,,,2,,,0,,1,,,1,,0,,,,0,,,,,6,,,,11.34,,,,8.940,,,0.51,,,-748,,,0,,5.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BOBBY'S BLUE RAZZ RIP ROLL,,,,,,,,,,,0,,,,0,,,1,,0,,,3,,2,,,,0,,,,,6,,,,3.54,,,,1.140,,,1.81,,,-492,,,0,,61.36,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,JOHNNY'S SPICY RINGS,,,,,,,,,,,0,,,,1,,,2,,3,,,0,,0,,,,0,,,,,6,,,,2.10,,,,1.750,,,0.00,,,-703,,,0,,-0.11,,
,,,,,,,,Z/C SOUR APPLE JAWBREAKERS,,,,,,,,,,,0,,,,2,,,2,,1,,,0,,1,,,,0,,,,,6,,,,4.14,,,,1.740,,,1.71,,,-73,,,0,,49.57,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SKITTLES WILD BERRY,,,,,,,,,,,1,,,,3,,,1,,0,,,0,,1,,,,0,,,,,6,,,,6.00,,,,3.600,,,1.40,,,-164,,,0,,28.00,,
,,,,,,,,FANTA GREEN GRAPE,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,4,,,,0,,,,,6,,,,14.94,,,,9.500,,,2.95,,,-17,,,0,,23.71,,
,,,,,,,,MAYNARDS WINE GUMS,,,,,,,,,,,0,,,,2,,,1,,2,,,0,,1,,,,0,,,,,6,,,,8.10,,,,5.700,,,1.05,,,-576,,,0,,15.56,,
,,,,,,,,FANTA FRUIT TWIST 500ML,,,,,,,,,,,1,,,,1,,,0,,0,,,2,,2,,,,0,,,,,6,,,,8.40,,,,6.000,,,1.00,,,-192,,,0,,14.29,,
,,,,,,,,CADBURY WISPA 4PK,,,,,,,,,,,1,,,,1,,,1,,2,,,0,,1,,,,0,,,,,6,,,,11.94,,,,9.540,,,0.41,,,-45,,,0,,4.12,,
,,,,,,,,MAYNARDS SPORTS MIX,,,,,,,,,,,0,,,,2,,,0,,1,,,0,,2,,,,1,,,,,6,,,,8.10,,,,5.700,,,1.05,,,-363,,,0,,15.56,,
,,,,,,,,BOBBYS BLUE RAZZ LACES.,,,,,,,,,,,0,,,,0,,,2,,1,,,0,,2,,,,1,,,,,6,,,,4.14,,,,1.740,,,1.71,,,-588,,,0,,49.57,,
,,,,,,,,ES WHITE CHOCOLATE,,,,,,,,,,,1,,,,0,,,0,,1,,,0,,2,,,,2,,,,,6,,,,6.90,,,,4.500,,,1.25,,,-160,,,0,,21.74,,
,,,,,,,,JACK'S BACON RASHERS,,,,,,,,,,,1,,,,4,,,0,,0,,,1,,0,,,,0,,,,,6,,,,4.21,,,,2.700,,,0.81,,,-39,,,0,,23.04,,
,,,,,,,,E/S APPLE JUICE 200ML,,,,,,,,,,,0,,,,0,,,3,,2,,,0,,0,,,,1,,,,,6,,,,3.00,,,,0.600,,,1.90,,,-761,,,0,,76.00,,
,,,,,,,,HARIBO BALLA BITES,,,,,,,,,,,0,,,,5,,,1,,0,,,0,,0,,,,0,,,,,6,,,,7.50,,,,5.100,,,1.15,,,-259,,,0,,18.40,,
,,,,,,,,GOLDEN WONDER MEATY 6PK,,,,,,,,,,,1,,,,1,,,0,,3,,,0,,0,,,,1,,,,,6,,,,10.95,,,,6.000,,,3.13,,,-1095,,,0,,34.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78040,,,,,,,,WRIGLEY A/WAVE MENTHOL,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,4,,,,1,,,,,6,,,,5.70,,,,2.280,,,2.47,,,-3393,,,0,,52.00,,
,,,,,,,,CADBURY DM FREDDO CARAMEL,,,,,,,,,,,0,,,,2,,,0,,1,,,1,,2,,,,0,,,,,6,,,,2.34,,,,2.600,,,-0.65,,,-109,,,0,,-33.33,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FANTA ORANGE 330ML,,,,,,,,,,,0,,,,2,,,1,,0,,,2,,1,,,,0,,,,,6,,,,5.10,,,,2.700,,,1.55,,,-139,,,0,,36.47,,
,,,,,,,,CHOMP,,,,,,,,,,,0,,,,0,,,0,,3,,,1,,2,,,,0,,,,,6,,,,2.34,,,,1.950,,,0.00,,,-43,,,0,,0.00,,
,,,,,,,,DAIRY MILK OREO,,,,,,,,,,,0,,,,0,,,1,,1,,,1,,3,,,,0,,,,,6,,,,11.70,,,,9.300,,,0.45,,,-38,,,0,,4.62,,
,,,,,,,,CADBURY TWIRL WHITE DIPPED,,,,,,,,,,,1,,,,0,,,1,,0,,,0,,3,,,,1,,,,,6,,,,7.14,,,,4.740,,,1.21,,,-437,,,0,,20.34,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MIKADO.,,,,,,,,,,,1,,,,0,,,0,,2,,,1,,2,,,,0,,,,,6,,,,5.94,,,,3.540,,,1.41,,,-617,,,0,,28.48,,
,,,,,,,,CADBURY ECLAIRS,,,,,,,,130G,,,1,,,,1,,,1,,2,,,1,,0,,,,0,,,,,6,,,,8.10,,,,5.700,,,1.05,,,-366,,,0,,15.56,,
,,,,,,,,HALLS SOOTHERS BLACKCURRANT,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,1,,,,3,,,,,6,,,,5.94,,,,3.540,,,1.41,,,-1723,,,0,,28.48,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KINDER CARDS 4PK.,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,2,,,,2,,,,,6,,,,11.94,,,,9.540,,,0.41,,,-124,,,0,,4.12,,
,,,,,,,,DORITOS COOL,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,3,,,,1,,,,,6,,,,8.10,,,,5.700,,,1.05,,,-244,,,0,,15.56,,
,,,,,,,,GW RINGO,,,,,,,,,,,0,,,,1,,,5,,0,,,0,,0,,,,0,,,,,6,,,,6.00,,,,3.600,,,1.40,,,-18,,,0,,28.00,,
,,,,,,,,NESTLE MILKBAR BUTTON,,,,,,,,,,,0,,,,0,,,1,,2,,,1,,0,,,,2,,,,,6,,,,9.90,,,,7.500,,,0.75,,,-123,,,0,,9.09,,
,,,,,,,,SKIPS S&V,,,,,,,,,,,2,,,,1,,,0,,0,,,1,,2,,,,0,,,,,6,,,,8.10,,,,5.700,,,1.05,,,-31,,,0,,15.56,,
,,,,,,,,KITKAT F1,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,4,,,,2,,,,,6,,,,5.34,,,,2.940,,,1.51,,,-38,,,0,,33.93,,
,,,,,,,,GW AWESOME OINKS 22G,,,,,,,,,,,0,,,,6,,,0,,0,,,0,,0,,,,0,,,,,6,,,,1.80,,,,0.250,,,1.25,,,-2457,,,0,,83.33,,
,,,,,,,,SQUASHIES RHUBARD & CUSTARD,,,,,,,,,,,1,,,,0,,,1,,0,,,2,,2,,,,0,,,,,6,,,,6.90,,,,4.500,,,1.25,,,-164,,,0,,21.74,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,REFRESHER STRAWBERRY,,,,,,,,,,,0,,,,0,,,4,,0,,,2,,0,,,,0,,,,,6,,,,1.20,,,,1.000,,,0.00,,,-1455,,,0,,-0.20,,
,,,,,,,,PARMA VIOLETS,,,,,,,,,,,1,,,,0,,,0,,0,,,1,,3,,,,1,,,,,6,,,,4.14,,,,1.140,,,2.31,,,-935,,,0,,66.96,,
,,,,,,,,AIRHEAD GUM BLUE RASPBERRY,,,,,,,,,,,1,,,,0,,,1,,3,,,0,,0,,,,0,,,,,5,,,,9.95,,,,10.450,,,-2.16,,,-20,,,0,,-26.03,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SQUARES CHOCOLATEY,,,,,,,,,,,2,,,,0,,,2,,1,,,0,,0,,,,0,,,,,5,,,,3.95,,,,1.950,,,1.34,,,-339,,,0,,40.76,,
,,,,,,,,SKIPS PRAWN COCKTAIL,,,,,,,,,,,0,,,,0,,,1,,1,,,1,,1,,,,1,,,,,5,,,,6.75,,,,4.750,,,0.88,,,-139,,,0,,15.56,,
,,,,,,,,VIMTO FIZZY DAZZLER,,,,,,,,,,,0,,,,2,,,2,,0,,,0,,1,,,,0,,,,,5,,,,2.50,,,,0.500,,,1.58,,,-1084,,,0,,76.00,,
,,,,,,,,LINDOR PISTACHIO,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,2,,,,2,,,,,5,,,,6.00,,,,4.250,,,0.75,,,-20,,,0,,15.00,,
,,,,,,,,ROYSTERS T-BONE STEAK,,,,,,,,,,,0,,,,0,,,2,,0,,,2,,1,,,,0,,,,,5,,,,6.75,,,,4.750,,,0.88,,,-158,,,0,,15.56,,
,,,,,,,,JACK'S SOUR CREAM & ONIONS WHEELS,,,,,,,,,,,0,,,,0,,,3,,1,,,0,,0,,,,1,,,,,5,,,,3.55,,,,2.250,,,0.71,,,-58,,,0,,23.94,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SNICKERS 3PK,,,,,,,,,,,1,,,,2,,,0,,1,,,1,,0,,,,0,,,,,5,,,,9.45,,,,7.450,,,0.43,,,-54,,,0,,5.40,,
,,,,,,,,GOLDEN WONDER VARIETY 6PK.,,,,,,,,,,,1,,,,0,,,2,,0,,,2,,0,,,,0,,,,,5,,,,7.50,,,,5.000,,,1.25,,,-1726,,,0,,20.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,REFRESHERS LEMON BAR,,,,,,,,,,,0,,,,0,,,2,,0,,,2,,1,,,,0,,,,,5,,,,1.00,,,,0.750,,,0.08,,,-1554,,,0,,10.00,,
,,,,,,,,KITKAT CHUNKY CARAMEL,,,,,,,,,,,0,,,,0,,,3,,1,,,0,,0,,,,1,,,,,5,,,,5.75,,,,3.040,,,1.75,,,-13,,,0,,36.56,,
,,,,,,,,WALKERS BAKED CHEESE & ONION,,,,,,,,,,,2,,,,0,,,0,,0,,,0,,1,,,,2,,,,,5,,,,4.95,,,,3.950,,,0.18,,,-1488,,,0,,4.24,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DISCOS SALT & VINEGAR,,,,,,,,,,,0,,,,0,,,2,,0,,,0,,1,,,,2,,,,,5,,,,6.75,,,,4.750,,,0.88,,,-222,,,0,,15.56,,
,,,,,,,,SPRITE 500ML,,,,,,,,,,,3,,,,0,,,1,,0,,,0,,1,,,,0,,,,,5,,,,7.00,,,,5.000,,,0.83,,,-87,,,0,,14.29,,
,,,,,,,,CHEWITS STRAWBERRY JUICY BITES,,,,,,,,,,,0,,,,0,,,0,,1,,,3,,1,,,,0,,,,,5,,,,6.75,,,,4.750,,,0.88,,,-25,,,0,,15.56,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HARIBO TWIN SNAKES,,,,,,,,,,,1,,,,0,,,2,,0,,,0,,1,,,,1,,,,,5,,,,6.25,,,,4.250,,,0.96,,,-26,,,0,,18.40,,
,,,,,,,,MARS,,,,,,,,,,,1,,,,0,,,2,,0,,,1,,1,,,,0,,,,,5,,,,3.75,,,,1.750,,,1.38,,,-288,,,0,,44.00,,
,,,,,,,,JACK'S CUSTARD CREAMS.,,,,,,,,,,,0,,,,3,,,1,,1,,,0,,0,,,,0,,,,,5,,,,6.25,,,,4.250,,,0.96,,,-295,,,0,,18.40,,
69083,,,,,,,,SWIZZELS LOVE HEARTS,,,,,,,,,,,0,,,,0,,,0,,3,,,0,,1,,,,1,,,,,5,,,,3.45,,,,0.690,,,2.19,,,-805,,,0,,76.17,,
,,,,,,,,GALAXY COOKIE CRUMBLE,,,,,,,,,,,0,,,,1,,,0,,3,,,0,,0,,,,1,,,,,5,,,,8.45,,,,6.450,,,0.59,,,-39,,,0,,8.40,,
,,,,,,,,CADBURY WHITE OREO,,,,,,,,,,,0,,,,1,,,0,,2,,,1,,0,,,,1,,,,,5,,,,9.75,,,,7.750,,,0.38,,,-36,,,0,,4.62,,
,,,,,,,,PAPITA,,,,,,,,,,,1,,,,0,,,0,,2,,,0,,0,,,,2,,,,,5,,,,3.45,,,,1.450,,,1.43,,,-10,,,0,,49.57,,
,,,,,,,,MILKA CHIPS AHOY,,,,,,,,,,,0,,,,0,,,0,,1,,,3,,1,,,,0,,,,,5,,,,9.45,,,,7.450,,,0.43,,,-14,,,0,,5.40,,
,,,,,,,,KITKAT HAZELNUT,,,,,,,,,,,1,,,,1,,,0,,1,,,1,,0,,,,1,,,,,5,,,,7.85,,,,6.250,,,0.29,,,-7,,,0,,4.46,,
,,,,,,,,CADBURY DM CARAMEL,,,,,,,,,,,1,,,,1,,,2,,0,,,0,,1,,,,0,,,,,5,,,,4.95,,,,2.950,,,1.18,,,-149,,,0,,28.48,,
,,,,,,,,BARR RED KOLA 500ML,,,,,,,,,,,0,,,,2,,,1,,1,,,1,,0,,,,0,,,,,5,,,,5.00,,,,3.000,,,1.17,,,-692,,,0,,28.00,,
,,,,,,,,VIMTO REAL FRUIT SQUASH,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,4,,,,,5,,,,8.25,,,,6.250,,,0.63,,,-449,,,0,,9.09,,
,,,,,,,,SOUR PATCH KIDS.,,,,,,,,,,,0,,,,0,,,2,,1,,,1,,1,,,,0,,,,,5,,,,7.50,,,,5.500,,,0.75,,,-730,,,0,,12.00,,
,,,,,,,,TAKIS BLUE HEAT,,,,,,,,,,,0,,,,5,,,0,,0,,,0,,0,,,,0,,,,,5,,,,6.25,,,,4.250,,,0.96,,,-745,,,0,,18.40,,
,,,,,,,,SKITTLES TROPICAL,,,,,,,,,,,0,,,,0,,,1,,0,,,1,,2,,,,1,,,,,5,,,,5.00,,,,3.000,,,1.17,,,-184,,,0,,28.00,,
,,,,,,,,MIKE AND IKE CHERRY,,,,,,,,,,,2,,,,0,,,3,,0,,,0,,0,,,,0,,,,,5,,,,2.50,,,,0.500,,,1.58,,,-263,,,0,,76.00,,
,,,,,,,,CHEWITS BLUE RASPBERRY,,,,,,,,,,,0,,,,1,,,0,,2,,,1,,1,,,,0,,,,,5,,,,3.45,,,,2.450,,,0.43,,,-797,,,0,,14.78,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RING POP,,,,,,,,,,,0,,,,1,,,3,,0,,,0,,0,,,,1,,,,,5,,,,3.45,,,,1.770,,,1.11,,,-1424,,,0,,38.43,,
68454,,,,,,,,POLO SPEARMINT,,,,,,,,ROLL,,,0,,,,1,,,1,,1,,,0,,0,,,,1,,,,,4,,,,2.36,,,,1.160,,,0.81,,,-1826,,,0,,41.02,,
69880,,,,,,,,POPPETS TOFFEE.,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,2,,,,0,,,,,4,,,,3.16,,,,1.500,,,1.13,,,-2268,,,0,,43.04,,
,,,,,,,,MAYNARDS JELLY BABIES,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,2,,,,1,,,,,4,,,,5.40,,,,3.800,,,0.70,,,-240,,,0,,15.56,,
,,,,,,,,JOHNNY'S PICKLED ONION RINGS,,,,,,,,,,,0,,,,3,,,0,,1,,,0,,0,,,,0,,,,,4,,,,1.40,,,,1.170,,,0.00,,,-438,,,0,,-0.11,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,IRN BRU SUGAR FREE GLASS,,,,,,,,,,,2,,,,0,,,0,,1,,,0,,0,,,,1,,,,,4,,,,6.76,,,,5.160,,,0.47,,,-63,,,0,,8.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
